date,chunk,ticker,norm_score,raw_score,percentile,conviction,layer,layer_name,industry,momentum_pct,rsi_euphoria,borrow_fee,flow,price,data_source,market_cap_b,pe_ttm,forward_pe,eps_ttm,dividend_yield_pct,week52_high,week52_low,pct_from_52w_high,pct_from_52w_low,avg_vol_30d_m,rel_volume,short_float_pct,short_ratio,analyst_target,upside_pct,revenue_ttm_b,gross_margin_pct,operating_margin_pct,beta,description
2026-07-12,1,BTU,9.57,5.88,95.0,A,1,Energy,Thermal Coal,-40.6,3.6,14.0,neutral,23.37,finnhub,2.85,n/a,6.2,-0.98,128.0,41.14,14.25,-43.2,64.0,3.34,0.7,14.8,3.8,32.83,40.5,3.9,12.0,-4.7,0.37,Peabody Energy Corporation engages in the production of metallurgical and thermal coal
2026-07-12,1,CCJ,9.57,5.88,95.0,A,1,Energy,Uranium,-28.4,2.6,5.0,neutral,95.99,finnhub,41.81,91.4,50.8,1.05,18.0,135.24,68.96,-29.0,39.2,3.2,0.81,n/a,2.0,132.86,38.4,3.54,36.8,18.2,1.0,"Cameco Corporation provides uranium for the generation of electricity in the Americas, Europe, and Asia"
2026-07-12,1,AAPL,9.51,5.87,94.7,A,6,Apps,Consumer Electronics,-0.3,6.2,5.6,neutral,315.32,finnhub,4631.22,38.2,32.8,8.26,34.0,317.4,201.5,-0.7,56.5,54.39,0.71,1.0,2.1,315.57,0.1,451.44,47.9,32.3,1.1,Apple Inc
2026-07-12,1,COIN,9.26,5.83,94.0,A,8,Distrib,Financial Data & Stock Exchanges,-62.1,4.7,10.5,low_volume,159.07,finnhub,41.91,58.5,33.3,2.72,n/a,444.65,139.18,-64.2,14.3,9.2,0.64,11.3,2.8,226.54,42.4,6.29,85.5,-7.1,3.35,"Coinbase Global, Inc"
2026-07-12,1,ASTS,9.20,5.82,93.9,A,3,Infra,Communication Equipment,-44.9,4.3,13.0,low_volume,73.32,polygon,28.46,n/a,-357.3,-1.8,n/a,133.86,36.08,-45.2,103.2,22.69,0.46,21.7,2.6,81.47,11.1,0.08,44.8,-1014.0,2.68,"AST SpaceMobile, Inc"
2026-07-12,1,DQ,10.00,6.50,96.0,B,2,Chips,Semiconductor Equipment & Materials,-65.3,2.8,14.9,neutral,12.40,simulated,0.84,n/a,-11.3,-2.79,n/a,36.59,11.65,-66.1,6.4,0.97,0.8,11.7,4.6,26.77,115.9,0.57,-34.4,-564.4,0.65,Daqo New Energy Corp
2026-07-12,1,FIGR,10.00,6.47,96.0,B,8,Distrib,Capital Markets,-57.0,5.9,9.2,low_volume,31.80,simulated,7.03,38.8,20.6,0.82,n/a,78.0,25.01,-59.2,27.1,4.03,0.66,7.4,2.8,54.29,70.7,0.51,100.0,24.9,n/a,"Figure Technology Solutions, Inc"
2026-07-12,1,FISV,10.00,6.27,96.0,B,8,Distrib,,-69.9,5.9,n/a,neutral,50.45,simulated,26.9,8.6,5.6,n/a,n/a,168.93,47.04,-70.1,7.2,7.49,0.84,n/a,n/a,67.56,33.9,n/a,n/a,n/a,n/a,n/a
2026-07-12,1,GETY,10.00,6.09,96.0,B,5,Models,Internet Content & Information,-67.8,5.6,5.8,low_volume,0.76,simulated,0.32,n/a,3.7,-0.26,n/a,3.21,0.58,-76.3,30.8,6.84,0.29,12.9,0.8,3.92,415.8,0.98,72.8,17.6,2.07,"Getty Images Holdings, Inc"
2026-07-12,1,GIBO,10.00,5.97,96.0,B,5,Models,Internet Content & Information,-94.7,4.4,5.3,neutral,25.01,simulated,0.07,n/a,n/a,-2409.01,n/a,660.0,1.25,-96.2,1900.8,0.0,0.96,0.2,2.1,n/a,n/a,n/a,n/a,n/a,-1.53,GIBO Holdings Limited operates as an AI-driven animation streaming company
2026-07-12,1,GLXY,10.00,6.10,96.0,B,8,Distrib,Capital Markets,-42.0,1.6,13.6,neutral,24.88,simulated,9.7,n/a,255.9,-0.24,n/a,45.92,16.43,-45.8,51.4,6.56,0.82,17.3,3.4,41.44,66.5,58.71,100.0,95.9,3.61,Galaxy Digital Inc
2026-07-12,1,GMM,10.00,6.17,96.0,B,3,Infra,Information Technology Services,-96.8,6.1,1.0,elevated_volume,4.57,simulated,0.01,n/a,n/a,-59.5,n/a,164.5,1.8,-97.2,153.9,3.77,3.77,3.0,0.0,n/a,n/a,0.06,40.2,4.5,-1.84,"Global Mofy AI Limited, through its subsidiaries, provides virtual content production and digital assets development ser…"
2026-07-12,1,INUV,10.00,6.09,96.0,B,5,Models,Software - Application,-80.1,3.9,3.1,elevated_volume,1.17,simulated,0.02,n/a,-117.0,-0.13,n/a,6.27,1.0,-81.3,17.0,0.22,2.17,1.2,1.1,4.5,284.6,0.07,69.4,-37.4,1.18,"Inuvo, Inc"
2026-07-12,1,LDOS,10.00,6.17,96.0,B,3,Infra,Information Technology Services,-45.9,5.0,9.1,neutral,107.02,simulated,13.46,9.8,8.1,10.93,161.0,205.77,98.86,-48.0,8.3,1.51,0.75,5.3,3.0,165.27,54.4,17.33,17.9,12.2,0.55,"Leidos Holdings, Inc"
2026-07-12,1,LEU,10.00,6.34,96.0,B,1,Energy,Uranium,-60.8,3.7,18.5,neutral,171.05,simulated,3.37,62.2,43.4,2.75,n/a,464.25,144.65,-63.2,18.3,0.89,0.83,23.3,4.6,268.29,56.8,0.45,25.7,-0.3,1.36,Centrus Energy Corp
2026-07-12,1,GENI,9.94,5.94,95.8,B,5,Models,Internet Content & Information,-54.3,5.2,13.6,low_volume,6.19,simulated,1.65,n/a,6.4,-0.62,n/a,13.73,3.83,-54.9,61.8,6.13,0.48,12.2,4.0,10.19,64.7,0.71,22.7,-15.8,1.9,"Genius Sports Limited provides technology-led products and services to the sports, sports betting, and sports media indu…"
2026-07-12,1,FTS,9.70,5.90,95.5,B,1,Energy,Utilities - Regulated Electric,-1.4,5.8,33.8,neutral,57.40,simulated,29.22,24.0,20.5,2.39,320.0,58.78,46.66,-2.3,23.0,0.72,0.91,n/a,13.5,56.0,-2.4,12.23,45.5,28.8,0.43,Fortis Inc
2026-07-12,1,DTSS,9.63,5.89,95.2,B,4,Data,Software - Infrastructure,-65.3,5.7,2.8,low_volume,0.80,simulated,0.01,n/a,16.0,-0.3,n/a,2.5,0.58,-68.1,37.6,0.34,0.03,7.7,0.2,n/a,n/a,0.06,7.4,-4.0,0.77,Datasea Intelligent Technology Ltd
2026-07-12,1,EVR,9.51,5.87,94.7,B,8,Distrib,Capital Markets,-12.2,3.2,8.1,neutral,334.75,simulated,12.95,18.8,14.5,17.78,106.0,388.71,265.87,-13.9,25.9,0.48,0.98,2.9,2.9,383.6,14.6,4.55,94.1,24.4,1.49,Evercore Inc
2026-07-12,1,LAW,9.45,5.86,94.6,B,5,Models,Software - Application,-56.7,6.6,11.0,neutral,3.86,simulated,0.25,n/a,-144.7,-0.68,n/a,9.11,2.45,-57.6,57.6,0.35,0.81,3.6,4.0,6.67,72.7,0.16,74.9,-24.1,1.91,"CS Disco, Inc"
2026-07-12,1,ESTC,9.26,5.83,94.0,B,4,Data,Software - Application,-36.2,5.4,10.2,low_volume,60.24,simulated,6.31,17.6,15.5,3.43,n/a,96.07,42.05,-37.3,43.3,2.03,0.67,7.6,3.2,74.26,23.3,1.74,76.2,-3.5,1.0,Elastic N
2026-07-12,1,GRAB,9.26,5.83,94.0,B,5,Models,Software - Application,-39.1,6.8,13.6,neutral,3.93,simulated,16.07,98.3,28.4,0.04,n/a,6.62,3.18,-40.6,23.6,52.52,0.86,7.4,4.6,5.9,50.1,3.55,40.2,2.7,0.88,"Grab Holdings Limited operates the Grab superapp in Cambodia, Indonesia, Malaysia, Myanmar, the Philippines, Singapore, …"
2026-07-12,1,EQIX,9.14,5.81,93.8,B,3,Infra,REIT - Specialty,-5.8,4.0,7.5,neutral,1051.21,simulated,103.67,72.4,54.7,14.51,187.0,1128.68,720.62,-6.9,45.9,0.59,0.74,2.1,2.7,1198.97,14.1,9.53,51.6,24.3,0.97,"Equinix, Inc"
2026-07-12,1,HUBS,9.08,5.80,93.5,B,5,Models,Software - Application,-63.0,7.0,12.5,low_volume,207.48,simulated,10.62,108.6,13.3,1.91,n/a,568.16,169.63,-63.5,22.3,1.88,0.64,15.7,3.1,275.72,32.9,3.3,83.7,3.3,1.22,"HubSpot, Inc"
