date,chunk,ticker,norm_score,raw_score,percentile,conviction,layer,layer_name,industry,momentum_pct,rsi_euphoria,borrow_fee,flow,price,data_source,market_cap_b,pe_ttm,forward_pe,eps_ttm,dividend_yield_pct,week52_high,week52_low,pct_from_52w_high,pct_from_52w_low,avg_vol_30d_m,rel_volume,short_float_pct,short_ratio,analyst_target,upside_pct,revenue_ttm_b,gross_margin_pct,operating_margin_pct,beta,description
2026-07-16,2,OSIS,9.43,5.84,94.8,A,2,Chips,Electronic Components,-29.5,5.5,25.9,neutral,218.29,polygon,3.6,24.1,19.1,9.06,n/a,311.72,197.27,-30.0,10.7,0.3,0.76,17.1,8.3,300.29,37.6,1.81,32.8,13.1,1.2,"OSI Systems, Inc"
2026-07-16,2,SAP,9.43,5.84,94.8,A,5,Models,Software - Application,-48.6,5.4,10.0,neutral,155.91,finnhub,183.81,21.9,16.1,7.11,189.0,309.73,148.06,-49.7,5.3,3.3,1.01,1.0,3.9,248.93,59.7,37.34,73.7,30.0,0.74,"SAP SE, together with its subsidiaries, provides enterprise application and business solutions worldwide"
2026-07-16,2,MSTR,9.30,5.82,94.5,A,8,Distrib,Software - Application,-78.6,5.3,7.7,low_volume,97.47,polygon,35.34,n/a,21.8,-36.95,n/a,457.22,81.81,-78.7,19.1,21.39,0.59,12.7,1.5,303.64,211.5,0.49,68.1,-11641.5,3.54,"Strategy Inc, together with its subsidiaries, operates as a bitcoin treasury company in the United States, Europe, the M…"
2026-07-16,2,SERV,10.00,6.31,96.2,B,6,Apps,Specialty Industrial Machinery,-67.5,4.2,17.3,low_volume,5.75,simulated,0.49,n/a,-3.2,-2.03,n/a,18.64,5.62,-69.2,2.2,4.66,0.46,27.3,3.6,18.45,220.9,0.01,n/a,-1673.5,2.26,Serve Robotics Inc
2026-07-16,2,SWKS,10.00,6.37,96.2,B,2,Chips,Semiconductors,-31.1,1.5,22.1,neutral,57.51,simulated,8.65,23.6,11.2,2.44,502.0,90.9,51.93,-36.7,10.7,5.09,0.78,30.4,5.2,73.65,28.1,4.04,41.1,7.7,1.5,"Skyworks Solutions, Inc"
2026-07-16,2,TIGR,10.00,6.18,96.2,B,8,Distrib,Capital Markets,-63.7,5.2,8.1,low_volume,4.71,simulated,0.84,7.5,5.0,0.63,n/a,13.55,4.0,-65.2,17.8,4.5,0.44,6.2,2.5,7.69,63.3,0.57,87.6,34.8,0.44,"UP Fintech Holding Limited provides online brokerage services focusing on Chinese investors in New Zealand, the Cayman I…"
2026-07-16,2,TME,10.00,6.09,96.2,B,5,Models,Internet Content & Information,-65.5,7.3,9.4,low_volume,8.86,simulated,14.51,10.5,8.4,0.84,273.0,26.7,7.94,-66.8,11.6,10.07,0.54,6.0,3.0,15.47,74.6,33.44,44.4,30.4,0.79,"Tencent Music Entertainment Group operates online music entertainment platforms that provides music streaming, online ka…"
2026-07-16,2,UEC,10.00,5.99,96.2,B,1,Energy,Uranium,-49.8,3.9,16.0,low_volume,10.11,simulated,4.96,n/a,-101.1,-0.22,n/a,20.34,6.91,-50.3,46.3,10.04,0.56,14.9,4.6,18.25,80.5,0.02,n/a,-629.7,1.19,Uranium Energy Corp
2026-07-16,2,WATT,10.00,6.52,96.2,B,3,Infra,Communication Equipment,-52.2,2.7,10.5,low_volume,16.88,simulated,0.09,n/a,20.8,-3.28,n/a,36.98,3.62,-54.4,366.3,0.36,0.61,13.0,2.7,28.25,67.4,0.01,36.2,-59.9,1.55,Energous Corporation provides wireless charging system solutions in the United States
2026-07-16,2,WIT,10.00,6.13,96.2,B,3,Infra,Information Technology Services,-39.9,3.0,14.6,neutral,1.84,simulated,18.2,14.2,11.8,0.13,1042.0,3.12,1.8,-41.0,2.2,12.86,0.9,3.1,5.5,1.93,5.2,926.24,29.2,17.2,0.38,"Wipro Limited operates as an information technology (IT), consulting, and business process services company worldwide"
2026-07-16,2,CD,10.00,7.13,96.2,B,8,Distrib,Capital Markets,-91.1,2.5,26.9,low_volume,3.20,simulated,0.25,n/a,n/a,-0.04,n/a,36.77,1.38,-91.3,131.9,0.24,0.48,6.8,9.9,n/a,n/a,0.0,62.2,-202.9,8.44,Chaince Digital Holdings Inc
2026-07-16,2,JFU,10.00,6.19,96.2,B,3,Infra,Information Technology Services,-72.7,2.4,1.1,low_volume,2.30,simulated,0.03,1.1,n/a,2.09,n/a,9.48,1.51,-75.7,52.3,0.01,0.3,0.1,0.4,n/a,n/a,0.29,70.7,-12.2,1.07,9F Inc
2026-07-16,2,JFIN,10.00,6.13,96.2,B,3,Infra,Credit Services,-84.6,3.2,2.8,neutral,2.61,simulated,0.14,1.0,1.4,2.67,2740.0,17.72,2.5,-85.3,4.4,0.08,1.06,0.9,1.0,n/a,n/a,5.2,76.3,-9.3,0.87,Jiayin Group Inc
2026-07-16,2,DUOL,10.00,6.11,96.2,B,6,Apps,Software - Application,-66.4,4.9,17.8,low_volume,131.22,simulated,6.11,14.7,16.7,8.94,n/a,468.0,87.89,-72.0,49.3,1.62,0.58,21.3,4.5,108.14,-17.6,1.1,72.7,15.4,0.88,"Duolingo, Inc"
2026-07-16,2,CXAI,10.00,6.17,96.2,B,5,Models,Software - Application,-87.0,2.9,1.2,low_volume,0.15,simulated,0.02,n/a,-0.2,-0.58,n/a,1.15,0.13,-87.3,11.5,22.99,0.07,3.4,0.1,1.0,584.5,0.0,86.4,-434.1,0.93,CXApp Inc
2026-07-16,2,TSSI,9.88,5.91,96.1,B,3,Infra,Information Technology Services,-63.7,3.6,15.4,low_volume,10.63,simulated,0.3,20.8,42.5,0.51,n/a,31.72,6.87,-66.5,54.7,1.4,0.67,18.6,4.0,18.0,69.3,0.2,17.6,5.4,2.05,"TSS, Inc"
2026-07-16,2,SD,9.62,5.87,95.4,B,1,Energy,Oil & Gas E&P,-22.4,4.8,15.2,neutral,13.64,simulated,0.5,6.7,9.2,2.04,380.0,18.45,9.89,-26.1,37.9,0.34,0.8,5.9,5.4,15.0,10.0,0.16,69.3,36.2,0.5,"SandRidge Energy, Inc"
2026-07-16,2,OPFI,9.30,5.82,94.5,B,3,Infra,Credit Services,-24.5,5.7,8.8,low_volume,9.24,simulated,1.33,4.5,4.2,2.04,n/a,12.6,7.36,-26.7,25.5,0.74,0.66,3.2,3.1,14.0,51.5,0.34,100.0,44.9,1.77,OppFi Inc
