date,chunk,ticker,norm_score,raw_score,percentile,conviction,layer,layer_name,industry,momentum_pct,rsi_euphoria,borrow_fee,flow,price,data_source,market_cap_b,pe_ttm,forward_pe,eps_ttm,dividend_yield_pct,week52_high,week52_low,pct_from_52w_high,pct_from_52w_low,avg_vol_30d_m,rel_volume,short_float_pct,short_ratio,analyst_target,upside_pct,revenue_ttm_b,gross_margin_pct,operating_margin_pct,beta,description
2026-07-22,1,ERIC,10.00,6.29,96.1,B,3,Infra,Communication Equipment,-30.7,3.2,16.6,neutral,9.53,simulated,31.36,12.5,15.3,0.76,327.0,13.77,7.16,-30.8,33.0,11.22,1.05,2.1,6.4,9.67,1.5,n/a,48.1,n/a,0.52,"Telefonaktiebolaget LM Ericsson (publ), together with its subsidiaries, provides mobile connectivity solutions to commun…"
2026-07-22,1,FIGR,10.00,6.47,96.1,B,8,Distrib,Capital Markets,-59.0,4.3,9.2,low_volume,30.32,simulated,6.71,37.0,21.5,0.82,n/a,78.0,25.01,-61.1,21.3,3.85,0.62,7.4,2.8,51.0,68.2,0.51,100.0,24.9,n/a,"Figure Technology Solutions, Inc"
2026-07-22,1,FVRR,10.00,6.12,96.1,B,5,Models,Internet Content & Information,-60.6,4.5,12.3,neutral,10.51,simulated,0.38,13.6,5.0,0.77,n/a,28.0,9.58,-62.5,9.7,0.84,0.87,10.5,3.6,16.57,57.7,0.43,81.9,9.7,1.39,Fiverr International Ltd
2026-07-22,1,GAUZ,10.00,7.00,96.1,B,2,Chips,Electronic Components,-95.1,2.1,1.9,dark_pool_buying,0.36,simulated,0.01,n/a,0.6,-0.12,n/a,7.47,0.34,-95.1,8.3,0.28,2.03,0.5,0.7,n/a,n/a,0.1,30.0,-62.4,-0.64,Gauzy Ltd
2026-07-22,1,GCTS,10.00,6.35,96.1,B,2,Chips,Semiconductors,-43.0,1.6,6.4,low_volume,2.12,simulated,0.19,n/a,-60.7,-0.82,n/a,3.93,0.95,-45.9,122.5,6.34,0.48,9.0,1.5,3.7,74.1,0.0,-22.3,-319.4,1.78,"GCT Semiconductor Holding, Inc"
2026-07-22,1,GENI,10.00,6.03,96.1,B,5,Models,Internet Content & Information,-52.7,5.1,13.6,neutral,6.41,simulated,1.71,n/a,6.6,-0.62,n/a,13.73,3.83,-53.3,67.7,6.12,0.84,12.2,4.0,10.08,57.1,0.71,22.7,-15.8,1.9,"Genius Sports Limited provides technology-led products and services to the sports, sports betting, and sports media indu…"
2026-07-22,1,HTCR,10.00,5.97,96.1,B,5,Models,Software - Application,-88.5,2.8,2.7,low_volume,2.53,simulated,0.0,n/a,23.0,-2.15,n/a,33.4,2.45,-92.4,3.3,0.08,0.43,4.2,0.6,n/a,n/a,0.01,33.0,-123.7,1.65,"HeartCore Enterprises, Inc"
2026-07-22,1,HUBS,10.00,6.12,96.1,B,5,Models,Software - Application,-64.0,5.7,12.5,neutral,201.89,simulated,10.34,106.3,12.9,1.9,n/a,568.16,169.63,-64.5,19.1,1.87,0.95,15.7,3.1,273.45,35.4,3.3,83.7,3.3,1.22,"HubSpot, Inc"
2026-07-22,1,IDCC,10.00,6.02,96.1,B,5,Models,Software - Application,-34.2,3.0,19.4,low_volume,259.26,simulated,6.7,24.7,23.1,10.5,106.0,412.6,213.06,-37.1,21.7,0.38,0.6,13.4,6.2,462.67,78.4,0.83,84.7,40.0,1.41,"InterDigital, Inc"
2026-07-22,1,ILLR,10.00,6.10,96.1,B,5,Models,Software - Application,-91.5,2.5,2.4,low_volume,1.26,simulated,0.02,n/a,n/a,-8.1,n/a,17.3,0.01,-92.7,12500.0,6.05,0.09,7.5,0.1,n/a,n/a,0.02,n/a,-546.0,n/a,Triller Group Inc
2026-07-22,1,KPLT,10.00,6.08,96.1,B,4,Data,Software - Infrastructure,-68.5,5.0,27.6,low_volume,7.29,simulated,0.03,6.1,-4.9,1.19,n/a,24.34,5.5,-70.0,32.5,0.01,0.47,8.4,10.0,6.75,-7.4,0.3,25.5,17.1,1.49,"Katapult Holdings, Inc"
2026-07-22,1,FUTU,9.80,5.92,95.9,B,8,Distrib,Capital Markets,-46.2,5.8,10.5,neutral,105.42,simulated,14.78,11.6,8.6,9.05,251.0,202.53,80.5,-47.9,31.0,3.58,0.86,11.3,2.8,155.73,47.7,22.31,94.4,64.9,0.38,Futu Holdings Limited engages in the provision of digitalized securities brokerage and wealth management product distrib…
2026-07-22,1,DTSS,9.62,5.89,95.5,B,4,Data,Software - Infrastructure,-65.5,4.9,2.8,low_volume,0.79,simulated,0.01,n/a,15.9,-0.3,n/a,2.5,0.58,-68.2,37.0,0.3,0.07,7.7,0.2,n/a,n/a,0.06,7.4,-4.0,0.77,Datasea Intelligent Technology Ltd
2026-07-22,1,EZPW,9.49,5.87,95.3,B,3,Infra,Credit Services,-7.9,3.7,33.4,low_volume,32.77,simulated,2.02,17.7,15.3,1.85,n/a,37.13,13.08,-11.8,150.4,0.93,0.53,25.6,10.3,40.8,24.6,1.48,58.6,15.2,0.64,"EZCORP, Inc"
