date,chunk,ticker,norm_score,raw_score,percentile,conviction,layer,layer_name,industry,momentum_pct,rsi_euphoria,borrow_fee,flow,price,data_source,market_cap_b,pe_ttm,forward_pe,eps_ttm,dividend_yield_pct,week52_high,week52_low,pct_from_52w_high,pct_from_52w_low,avg_vol_30d_m,rel_volume,short_float_pct,short_ratio,analyst_target,upside_pct,revenue_ttm_b,gross_margin_pct,operating_margin_pct,beta,description
2026-06-16,1,CNCK,9.08,5.82,93.3,A,8,Distrib,Capital Markets,-77.3,3.6,1.3,low_volume,1.79,finnhub,0.24,n/a,n/a,-0.08,n/a,9.31,1.4,-80.8,28.3,1.05,0.03,2.5,0.2,3.32,85.5,480.24,2.7,-1.1,0.49,Coincheck Group N
2026-06-16,1,DLR,9.02,5.81,93.2,A,3,Infra,REIT - Specialty,-6.8,3.9,1.0,neutral,188.85,finnhub,67.55,50.1,65.9,3.77,264.0,208.14,146.23,-9.3,29.1,2.06,0.85,0.0,0.0,218.72,15.8,6.31,55.3,17.2,1.05,"Digital Realty Trust, Inc"
2026-06-16,1,DTSS,10.00,6.64,95.4,B,4,Data,Software - Infrastructure,-65.3,4.9,1.4,dark_pool_buying,0.80,simulated,0.01,n/a,16.0,-0.3,n/a,2.5,0.58,-68.0,37.7,0.33,5.21,1.1,0.4,n/a,n/a,0.06,7.4,-4.0,0.75,Datasea Intelligent Technology Ltd
2026-06-16,1,EQT,10.00,6.03,95.4,B,1,Energy,Oil & Gas E&P,-24.4,2.2,9.1,neutral,51.18,simulated,32.04,9.7,11.1,5.27,130.0,68.24,48.47,-24.9,5.7,7.45,0.86,3.9,3.2,70.04,36.7,9.36,81.0,57.4,0.54,"EQT Corporation engages in the exploration, production, gathering, and transmission of hydrocarbons and natural gas"
2026-06-16,1,FTCI,10.00,5.98,95.4,B,1,Energy,Solar,-64.2,3.4,12.9,low_volume,4.47,simulated,0.07,n/a,110.6,-5.82,n/a,12.75,3.21,-64.9,39.5,0.16,0.32,8.8,4.1,10.25,129.3,0.1,1.4,-69.8,1.8,"FTC Solar, Inc"
2026-06-16,1,GEOS,10.00,6.05,95.4,B,1,Energy,Oil & Gas Equipment & Services,-74.4,2.7,7.7,low_volume,7.28,simulated,0.09,n/a,18.2,-2.27,n/a,29.89,7.05,-75.7,3.2,0.21,0.65,5.0,2.5,n/a,n/a,0.1,14.3,-58.1,0.16,Geospace Technologies Corporation designs and manufactures instruments and equipment used in the oil and gas industry to…
2026-06-16,1,GEV,10.00,5.99,95.4,B,3,Infra,Specialty Industrial Machinery,-13.4,4.0,10.5,elevated_volume,994.71,simulated,267.67,29.1,40.6,34.27,20.0,1181.95,479.04,-15.7,107.9,2.63,1.35,3.4,3.8,1211.89,21.7,39.37,20.3,5.5,1.04,GE Vernova Inc
2026-06-16,1,GMM,10.00,6.47,95.4,B,3,Infra,Information Technology Services,-97.6,2.0,2.9,elevated_volume,3.51,simulated,0.01,n/a,n/a,-59.5,n/a,164.5,2.5,-97.9,40.3,1.36,3.51,7.1,0.3,n/a,n/a,0.06,40.2,4.5,-2.27,"Global Mofy AI Limited, through its subsidiaries, provides virtual content production and digital assets development ser…"
2026-06-16,1,GOLD,10.00,6.23,95.4,B,8,Distrib,Capital Markets,-30.4,5.6,17.2,low_volume,44.28,simulated,1.28,14.4,12.2,3.07,183.0,66.7,20.54,-33.6,115.6,0.57,0.61,14.2,5.2,65.8,48.6,23.02,1.8,0.9,0.6,Gold
2026-06-16,1,HUBS,10.00,6.03,95.4,B,5,Models,Software - Application,-67.7,4.3,11.0,low_volume,180.93,simulated,9.27,95.3,11.6,1.9,n/a,568.16,173.25,-68.1,4.5,1.8,0.56,15.1,2.6,280.16,54.7,3.3,83.7,3.3,1.2,"HubSpot, Inc"
2026-06-16,1,LDOS,10.00,6.38,95.4,B,3,Infra,Information Technology Services,-42.4,1.8,9.4,low_volume,114.05,simulated,14.33,10.4,8.7,10.93,150.0,205.77,113.28,-44.6,0.6,1.2,0.54,4.3,3.3,183.27,60.8,17.33,17.9,12.2,0.52,"Leidos Holdings, Inc"
2026-06-16,1,GSIT,9.99,5.97,95.2,B,2,Chips,Semiconductors,-40.4,2.9,4.7,low_volume,7.73,simulated,0.3,n/a,-14.1,-0.42,n/a,18.15,2.82,-57.2,175.2,1.67,0.41,7.8,0.9,n/a,n/a,0.03,54.5,-82.4,2.01,"GSI Technology, Inc"
2026-06-16,1,HOOD,9.69,5.92,94.5,B,8,Distrib,Capital Markets,-37.4,6.5,4.4,neutral,95.43,simulated,86.22,46.5,34.2,2.06,n/a,153.86,63.52,-37.8,50.7,29.99,1.2,4.4,1.2,100.86,5.4,4.61,92.2,38.5,2.35,"Robinhood Markets, Inc"
2026-06-16,1,ILLR,9.45,5.88,94.0,B,5,Models,Software - Application,-88.1,4.5,1.4,low_volume,0.18,simulated,0.03,n/a,n/a,-0.81,n/a,1.73,0.0,-89.8,17540.0,2.43,0.31,1.0,0.4,n/a,n/a,0.02,n/a,-546.0,n/a,Triller Group Inc
2026-06-16,1,INDI,9.45,5.88,94.0,B,2,Chips,Semiconductors,-32.3,3.2,34.2,low_volume,4.06,simulated,0.86,n/a,28.3,-0.76,n/a,6.05,2.32,-32.8,75.2,5.14,0.66,30.0,10.1,5.84,43.8,0.22,-29.9,-70.1,2.73,"indie Semiconductor, Inc"
2026-06-16,1,IMSR,9.08,5.82,93.3,B,1,Energy,Utilities - Regulated Electric,-72.0,4.3,6.5,low_volume,7.58,simulated,0.98,n/a,-3.5,-0.3,n/a,31.5,5.33,-75.9,42.2,2.83,0.57,9.9,1.4,13.5,78.1,n/a,n/a,n/a,n/a,Terrestrial Energy Inc
2026-06-16,1,JZ,9.08,5.82,93.3,B,3,Infra,Information Technology Services,-94.4,4.5,1.1,low_volume,0.17,simulated,0.0,n/a,n/a,-0.71,n/a,3.28,0.17,-94.7,2.1,2.87,0.52,0.1,0.4,n/a,n/a,0.07,17.7,-12.9,1.79,"Jianzhi Education Technology Group Company Limited, together with its subsidiaries, develops and provides educational co…"
